noedId	Lat	Lon
880	37.7110423374	-122.391569207
881	37.7125032422	-122.383486129
882	37.7166057482	-122.38111328
883	37.7154460084	-122.473880794
884	37.715329004	-122.481211238
885	37.7187722666	-122.469350264
886	37.7170270772	-122.470148686
887	37.7199059931	-122.477627122
888	37.7184839821	-122.47619794
889	37.7207868866	-122.39414389
890	37.7186007122	-122.390159156
891	37.7200918608	-122.387588218
892	37.7222019517	-122.386096762
893	37.7153295286	-122.420660519
894	37.7207658384	-122.418896017
895	37.7170368613	-122.410856345
896	37.7231581623	-122.392591253
897	37.7252213909	-122.391240311
898	37.7249518768	-122.473582358
899	37.7207477621	-122.473628191
900	37.72478105	-122.416211018
901	37.7255724721	-122.411496381
902	37.7266780366	-122.380539188
903	37.7244935321	-122.382268339
904	37.7260031368	-122.3862476
905	37.7209348829	-122.398189298
906	37.7249444298	-122.39824969
907	37.7281104857	-122.397046576
908	37.7264614107	-122.460394142
909	37.7292833385	-122.459605582
910	37.7280916926	-122.438109256
911	37.7295238408	-122.43976278
912	37.7256563076	-122.444249882
913	37.7282496912	-122.469804841
914	37.7240886432	-122.470837396
915	37.7260440164	-122.455028691
916	37.7297903851	-122.45604792
917	37.7232784705	-122.479758112
918	37.7284314592	-122.479761456
919	37.7679302901	-122.462894174
920	37.7673555778	-122.469628604
921	37.7723304075	-122.447436087
922	37.7675466317	-122.51172013
923	37.7669831915	-122.4559317
924	37.7770136032	-122.392669994
925	37.7750708605	-122.399093787
926	37.7792862251	-122.387943347
927	37.7722157753	-122.391433747
928	37.7735134371	-122.397151253
929	37.7687278189	-122.391071325
930	37.7871868392	-122.405712295
931	37.786340602	-122.405663777
932	37.7901958787	-122.40471818
933	37.7892624416	-122.40452885
934	37.7883297397	-122.40435471
935	37.7874462335	-122.404316809
936	37.7903991774	-122.403110655
937	37.7894662099	-122.402920197
938	37.788544988	-122.402931551
939	37.7897175327	-122.401399695
940	37.7906084094	-122.401467104
941	37.790847589	-122.40004405
942	37.7901937036	-122.395482679
943	37.7894985059	-122.396362349
944	37.7915385195	-122.401656821
945	37.793597439	-122.400637297
946	37.7926587957	-122.400445509
947	37.7917174232	-122.400253144
948	37.7937466641	-122.399464971
949	37.7928086564	-122.399273056
950	37.7917919858	-122.399072432
951	37.7938966724	-122.398289065
952	37.7929542536	-122.398091565
953	37.7922027112	-122.398074727
954	37.7940483874	-122.397094804
955	37.7931698082	-122.39700855
956	37.7979071246	-122.399103072
957	37.7965606964	-122.398815469
958	37.7979624981	-122.395199219
959	37.7964747564	-122.4680646
960	37.7991424307	-122.463782303
961	37.8011069608	-122.467247169
962	37.8003064494	-122.45944876
963	37.7991272387	-122.456222239
964	37.7994779559	-122.449470949
965	37.8015749212	-122.451889693
966	37.804089294	-122.450509803
967	37.8032933037	-122.457176642
968	37.8028715074	-122.465415038
969	37.8047633587	-122.474125955
970	37.7986291229	-122.471065057
971	37.8023761761	-122.455119752
972	37.8051671426	-122.471552094
973	37.8048875055	-122.458678524
974	37.8062078273	-122.476277976
975	37.7975816613	-122.48069617
976	37.7963042004	-122.448962318
977	37.7950691354	-122.456469879
978	37.7962492248	-122.461446851
979	37.7972587622	-122.459570053
980	37.8081614222	-122.472724748
981	37.7861609076	-122.391300364
